id_operation,reference,libelle_operation,date_operation,date_comptable,montant,sens,type_operation,statut_operation,id_compte
13235,OP013235,Social coin.,2025-03-25,2025-03-25,17,CREDIT,versement,en attente,93
13236,OP013236,Mentir long.,2025-04-05,2025-04-05,844,DEBIT,virement,en attente,93
13237,OP013237,Immobile signe escalier.,2025-03-06,2025-03-06,1881,CREDIT,versement,en attente,93
13238,OP013238,Échapper ministre sorte.,2025-03-01,2025-03-01,429,DEBIT,retrait,valide,93
13239,OP013239,Caresser gens branche déposer.,2025-03-07,2025-03-07,1317,DEBIT,versement,en attente,93
13240,OP013240,Précis larme.,2025-03-01,2025-03-01,1073,DEBIT,versement,en attente,93
13241,OP013241,Conseil autrefois.,2025-02-24,2025-02-24,1402,DEBIT,virement,en attente,93
13242,OP013242,Auteur côté exister terme.,2025-01-27,2025-01-27,1190,DEBIT,versement,valide,93
13243,OP013243,Haut trou jeune.,2025-02-03,2025-02-03,154,DEBIT,virement,valide,93
13244,OP013244,Cruel.,2025-02-07,2025-02-07,1810,DEBIT,retrait,valide,93
13245,OP013245,Dame.,2025-02-03,2025-02-03,1532,DEBIT,virement,en attente,93
13246,OP013246,Droite compter.,2025-01-25,2025-01-25,1402,DEBIT,versement,en attente,93
13247,OP013247,Signe.,2024-12-26,2024-12-26,819,CREDIT,retrait,en attente,93
13248,OP013248,Baisser verser sauter.,2025-01-09,2025-01-09,852,DEBIT,versement,valide,93
13249,OP013249,Service travers.,2025-01-15,2025-01-15,1926,CREDIT,virement,en attente,93
13250,OP013250,Mensonge ministre.,2025-01-10,2025-01-10,1338,CREDIT,retrait,en attente,93
13251,OP013251,Oser ombre rapide.,2024-11-22,2024-11-22,1148,DEBIT,retrait,en attente,93
13252,OP013252,Membre deviner.,2024-12-11,2024-12-11,991,CREDIT,virement,valide,93
13253,OP013253,Avant.,2024-12-19,2024-12-19,271,DEBIT,virement,en attente,93
13254,OP013254,Lorsque champ sien.,2024-11-24,2024-11-24,462,CREDIT,virement,en attente,93
13255,OP013255,Craindre avance curieux retenir.,2024-11-22,2024-11-22,369,CREDIT,virement,valide,93
13256,OP013256,Répondre tard.,2024-11-12,2024-11-12,1874,CREDIT,virement,en attente,93
13257,OP013257,Attacher arrière.,2024-10-31,2024-10-31,331,CREDIT,virement,en attente,93
13258,OP013258,Cependant étendue.,2024-10-31,2024-10-31,1586,CREDIT,retrait,en attente,93
13259,OP013259,Gauche cri.,2024-10-03,2024-10-03,1417,CREDIT,virement,en attente,93
13260,OP013260,Esprit quitter.,2024-10-09,2024-10-09,1733,DEBIT,virement,valide,93
13261,OP013261,Confondre but.,2024-10-19,2024-10-19,1002,DEBIT,virement,en attente,93
13262,OP013262,Falloir poussière vieillard.,2024-08-29,2024-08-29,1123,DEBIT,retrait,en attente,93
13263,OP013263,Autorité manquer.,2024-09-19,2024-09-19,373,DEBIT,virement,en attente,93
13264,OP013264,Apprendre tranquille.,2024-09-04,2024-09-04,1345,DEBIT,virement,valide,93
13265,OP013265,Art politique.,2024-08-30,2024-08-30,1897,DEBIT,virement,valide,93
13266,OP013266,Renverser ah.,2024-09-05,2024-09-05,1104,DEBIT,virement,en attente,93
13267,OP013267,Devant auteur.,2024-08-10,2024-08-10,31,CREDIT,retrait,valide,93
13268,OP013268,Empire asseoir.,2024-08-01,2024-08-01,1691,DEBIT,versement,en attente,93
13269,OP013269,Creuser prendre.,2024-08-09,2024-08-09,760,DEBIT,retrait,valide,93
13270,OP013270,Supposer sourire exister.,2024-08-14,2024-08-14,1607,DEBIT,virement,valide,93
13271,OP013271,Veille rencontre.,2024-07-29,2024-07-29,272,CREDIT,retrait,valide,93
13272,OP013272,Recueillir rendre un.,2024-07-18,2024-07-18,1296,CREDIT,virement,valide,93
13273,OP013273,Plaine énorme fenêtre.,2024-07-03,2024-07-03,769,CREDIT,versement,en attente,93
13274,OP013274,Discussion charger.,2024-07-18,2024-07-18,582,DEBIT,versement,valide,93
13275,OP013275,Fois ainsi.,2024-06-11,2024-06-11,13,CREDIT,retrait,valide,93
13276,OP013276,Rassurer coûter.,2024-06-08,2024-06-08,1730,DEBIT,virement,valide,93
13277,OP013277,Sonner bruit.,2024-06-14,2024-06-14,358,CREDIT,virement,valide,93
13278,OP013278,Permettre chez.,2024-05-29,2024-05-29,1468,DEBIT,versement,en attente,93
13279,OP013279,Lueur dont dangereux.,2024-05-17,2024-05-17,62,DEBIT,virement,valide,93
13280,OP013280,Rapport dangereux aujourd'hui.,2024-05-13,2024-05-13,1808,DEBIT,versement,valide,93
13281,OP013281,Midi sauver.,2024-05-13,2024-05-13,1175,DEBIT,versement,en attente,93
13282,OP013282,Qualité.,2024-04-16,2024-04-16,589,DEBIT,retrait,valide,93
13283,OP013283,Arrêter circonstance.,2024-04-09,2024-04-09,84,DEBIT,virement,valide,93
13284,OP013284,Certain travail défaut.,2024-03-28,2024-03-28,560,DEBIT,retrait,valide,93
13285,OP013285,Ouvrage froid.,2024-04-18,2024-04-18,1423,DEBIT,versement,en attente,93
13286,OP013286,Note dernier.,2024-04-12,2024-04-12,1407,DEBIT,virement,valide,93
13287,OP013287,Action.,2024-02-29,2024-02-29,991,CREDIT,versement,valide,93
13288,OP013288,Apporter ordre.,2024-02-22,2024-02-22,1776,DEBIT,retrait,valide,93
13289,OP013289,Sept hiver serrer.,2024-02-28,2024-02-28,672,DEBIT,versement,en attente,93
13290,OP013290,Prévenir animer quant à.,2024-02-26,2024-02-26,1456,DEBIT,versement,en attente,93
13291,OP013291,Que surprendre.,2024-01-25,2024-01-25,1110,DEBIT,retrait,en attente,93
13292,OP013292,Empêcher puis.,2024-02-12,2024-02-12,54,DEBIT,versement,valide,93
13293,OP013293,Appel instant problème.,2024-02-16,2024-02-16,722,CREDIT,virement,valide,93
13294,OP013294,Réalité.,2024-01-24,2024-01-24,900,CREDIT,virement,valide,93
13295,OP013295,Écraser françois chute loup.,2024-01-29,2024-01-29,608,DEBIT,virement,en attente,93
13296,OP013296,Scène impossible lutte éternel.,2023-12-24,2023-12-24,1156,DEBIT,virement,en attente,93
13297,OP013297,Contraire parti.,2024-01-11,2024-01-11,1370,CREDIT,retrait,valide,93
13298,OP013298,Habiller éteindre dès.,2023-12-30,2023-12-30,1291,DEBIT,versement,valide,93
13299,OP013299,Dehors.,2023-12-31,2023-12-31,1130,DEBIT,versement,valide,93
13300,OP013300,Avis cruel étrange casser.,2023-12-28,2023-12-28,1023,DEBIT,retrait,en attente,93
13301,OP013301,Aucun malheur attaquer.,2023-11-29,2023-11-29,1422,DEBIT,versement,en attente,93
13302,OP013302,Relation lui yeux tandis que.,2023-12-15,2023-12-15,774,DEBIT,virement,en attente,93
13303,OP013303,Retomber froid.,2023-12-07,2023-12-07,728,CREDIT,versement,en attente,93
13304,OP013304,Emmener santé.,2023-10-28,2023-10-28,203,CREDIT,retrait,valide,93
13305,OP013305,Cerveau événement coup.,2023-11-15,2023-11-15,960,CREDIT,retrait,valide,93
13306,OP013306,Assister apporter.,2023-11-16,2023-11-16,477,DEBIT,retrait,en attente,93
13307,OP013307,Centre puisque.,2023-11-15,2023-11-15,667,DEBIT,virement,valide,93
13308,OP013308,Moins fin.,2023-11-10,2023-11-10,1591,CREDIT,virement,en attente,93
13309,OP013309,Adresser falloir.,2023-10-13,2023-10-13,43,CREDIT,versement,en attente,93
13310,OP013310,Profiter place.,2023-09-22,2023-09-22,1132,CREDIT,versement,en attente,93
13311,OP013311,Fait écouter.,2023-09-23,2023-09-23,247,DEBIT,virement,valide,93
13312,OP013312,Prévoir moyen rouge autorité.,2023-09-23,2023-09-23,1432,DEBIT,versement,en attente,93
13313,OP013313,Énorme pourtant accompagner.,2023-10-10,2023-10-10,102,CREDIT,virement,valide,93
13314,OP013314,Vouloir maison.,2023-08-26,2023-08-26,199,CREDIT,retrait,en attente,93
13315,OP013315,Muet comment tromper.,2023-09-09,2023-09-09,1414,DEBIT,virement,en attente,93
13316,OP013316,Taire distance affirmer.,2023-08-25,2023-08-25,894,DEBIT,virement,en attente,93
13317,OP013317,Sentir religion.,2023-08-25,2023-08-25,1117,CREDIT,versement,valide,93
13318,OP013318,Dessus mais plein.,2023-07-26,2023-07-26,46,CREDIT,virement,en attente,93
13319,OP013319,Donc or poésie.,2023-08-09,2023-08-09,1707,DEBIT,versement,en attente,93
13320,OP013320,Genou croire bien phrase.,2023-08-02,2023-08-02,143,CREDIT,retrait,valide,93
13321,OP013321,Monsieur curiosité.,2023-08-09,2023-08-09,1369,CREDIT,retrait,en attente,93
13322,OP013322,Émotion auteur.,2023-07-29,2023-07-29,206,CREDIT,virement,valide,93
13323,OP013323,Témoin rose.,2023-07-07,2023-07-07,1163,DEBIT,retrait,valide,93
13324,OP013324,Plante nourrir.,2023-07-12,2023-07-12,564,CREDIT,virement,valide,93
13325,OP013325,Oublier placer fusil.,2023-07-02,2023-07-02,619,DEBIT,virement,valide,93
13326,OP013326,Tache terme unique ligne.,2023-05-31,2023-05-31,939,DEBIT,virement,valide,93
13327,OP013327,Différent port attacher.,2023-06-18,2023-06-18,1468,DEBIT,virement,en attente,93
13328,OP013328,Flot marier réfléchir arrivée.,2023-05-28,2023-05-28,322,DEBIT,versement,en attente,93
13329,OP013329,Paysage rose.,2023-06-07,2023-06-07,539,CREDIT,versement,valide,93
13330,OP013330,Prière d'abord peuple.,2023-05-11,2023-05-11,533,DEBIT,retrait,en attente,93
13331,OP013331,Groupe désigner.,2023-05-06,2023-05-06,740,CREDIT,virement,en attente,93
13332,OP013332,Décrire crainte.,2023-04-26,2023-04-26,536,DEBIT,versement,en attente,93
13333,OP013333,Conversation avant vie.,2023-04-11,2023-04-11,1803,CREDIT,versement,en attente,93
13334,OP013334,Éclater passé naturel.,2023-03-23,2023-03-23,1792,DEBIT,versement,valide,93
13335,OP013335,Rocher faute tandis que.,2023-04-01,2023-04-01,771,CREDIT,retrait,en attente,93
13336,OP013336,Pendant mal.,2023-02-28,2023-02-28,187,DEBIT,versement,valide,93
13337,OP013337,Casser champ.,2023-03-17,2023-03-17,1719,DEBIT,retrait,en attente,93
13338,OP013338,Lettre public.,2023-03-01,2023-03-01,611,CREDIT,virement,valide,93
13339,OP013339,Rapide briser sortir général.,2023-02-21,2023-02-21,1061,DEBIT,virement,en attente,93
13340,OP013340,Signe passé ombre.,2023-02-03,2023-02-03,1833,CREDIT,retrait,valide,93
13341,OP013341,Pas droit précieux.,2023-02-05,2023-02-05,1956,CREDIT,versement,valide,93
13342,OP013342,Propre vaste.,2023-02-19,2023-02-19,1755,CREDIT,versement,en attente,93
13343,OP013343,Claire.,2023-01-24,2023-01-24,1334,CREDIT,virement,en attente,93
13344,OP013344,Table nombre.,2023-02-05,2023-02-05,1098,CREDIT,versement,en attente,93
13345,OP013345,Désirer arracher.,2023-01-06,2023-01-06,413,DEBIT,versement,valide,93
13346,OP013346,Installer succès.,2023-01-19,2023-01-19,1486,CREDIT,versement,valide,93
13347,OP013347,Vite chance.,2023-01-08,2023-01-08,219,DEBIT,virement,valide,93
13348,OP013348,Saluer auquel intelligence.,2025-12-01,2025-12-01,1500,CREDIT,retrait,valide,94
13349,OP013349,Bataille impression vrai.,2025-12-12,2025-12-12,225,DEBIT,retrait,en attente,94
13350,OP013350,Étranger passion.,2025-12-08,2025-12-08,1707,CREDIT,retrait,valide,94
13351,OP013351,Figure reprendre.,2025-11-29,2025-11-29,882,DEBIT,virement,valide,94
13352,OP013352,Pareil tu.,2025-11-28,2025-11-28,614,DEBIT,virement,en attente,94
13353,OP013353,Rêve point raconter.,2025-10-23,2025-10-23,1796,DEBIT,virement,en attente,94
13354,OP013354,Moment si.,2025-11-07,2025-11-07,1693,CREDIT,virement,en attente,94
13355,OP013355,Haute coeur particulier.,2025-10-29,2025-10-29,1844,CREDIT,retrait,en attente,94
13356,OP013356,Permettre soit.,2025-11-01,2025-11-01,595,DEBIT,retrait,en attente,94
13357,OP013357,Calme.,2025-10-27,2025-10-27,1871,CREDIT,virement,en attente,94
13358,OP013358,Or hôtel.,2025-10-15,2025-10-15,1423,DEBIT,versement,en attente,94
13359,OP013359,Vaincre réponse.,2025-09-24,2025-09-24,314,CREDIT,retrait,en attente,94
13360,OP013360,Quelque oublier.,2025-10-11,2025-10-11,1443,DEBIT,versement,en attente,94
13361,OP013361,Rester souffrir sérieux.,2025-10-16,2025-10-16,1663,CREDIT,retrait,en attente,94
13362,OP013362,Ouvert ailleurs forme.,2025-09-28,2025-09-28,815,CREDIT,retrait,en attente,94
13363,OP013363,Ancien fumer savoir.,2025-09-19,2025-09-19,823,DEBIT,virement,en attente,94
13364,OP013364,Droit attendre donner.,2025-09-08,2025-09-08,706,CREDIT,virement,en attente,94
13365,OP013365,Travers reculer oh toute.,2025-09-16,2025-09-16,182,DEBIT,retrait,en attente,94
13366,OP013366,Leur tant pays vide.,2025-09-05,2025-09-05,1178,CREDIT,versement,valide,94
13367,OP013367,Hauteur après juge.,2025-08-14,2025-08-14,584,CREDIT,virement,valide,94
13368,OP013368,Air.,2025-08-10,2025-08-10,590,DEBIT,retrait,valide,94
13369,OP013369,Compagnon plutôt.,2025-08-03,2025-08-03,1870,CREDIT,virement,en attente,94
13370,OP013370,Amour.,2025-08-06,2025-08-06,390,DEBIT,retrait,en attente,94
13371,OP013371,Eh autant.,2025-08-05,2025-08-05,926,CREDIT,virement,en attente,94
13372,OP013372,Rond travers affirmer.,2025-07-13,2025-07-13,467,DEBIT,retrait,valide,94
13373,OP013373,Vert proposer façon.,2025-07-16,2025-07-16,118,CREDIT,versement,en attente,94
13374,OP013374,Croiser dangereux.,2025-07-04,2025-07-04,794,DEBIT,retrait,valide,94
13375,OP013375,Terminer soi puissant.,2025-07-10,2025-07-10,1538,CREDIT,virement,valide,94
13376,OP013376,Acte mode patron.,2025-07-09,2025-07-09,1916,DEBIT,retrait,en attente,94
13377,OP013377,Pierre fille.,2025-05-31,2025-05-31,1486,DEBIT,versement,en attente,94
13378,OP013378,Promettre grâce pouvoir.,2025-06-16,2025-06-16,1057,CREDIT,retrait,en attente,94
13379,OP013379,Sept attitude président.,2025-06-02,2025-06-02,1624,CREDIT,retrait,valide,94
13380,OP013380,Lorsque veille fatiguer.,2025-06-03,2025-06-03,1379,CREDIT,retrait,en attente,94
13381,OP013381,Reste vie.,2025-05-06,2025-05-06,1646,DEBIT,virement,en attente,94
13382,OP013382,Coin membre relever.,2025-05-13,2025-05-13,1364,DEBIT,retrait,valide,94
13383,OP013383,Ensemble très.,2025-05-02,2025-05-02,1607,CREDIT,retrait,valide,94
13384,OP013384,Rendre train social.,2025-05-15,2025-05-15,1032,DEBIT,versement,valide,94
13385,OP013385,Professeur inspirer appeler monde.,2025-04-05,2025-04-05,468,CREDIT,retrait,en attente,94
13386,OP013386,Colline inspirer.,2025-04-06,2025-04-06,867,CREDIT,virement,valide,94
13387,OP013387,Extraordinaire masse.,2025-04-07,2025-04-07,1879,DEBIT,retrait,valide,94
13388,OP013388,Intérieur chat ouvrir rompre.,2025-02-26,2025-02-26,1023,DEBIT,versement,valide,94
13389,OP013389,Heureux et nécessaire.,2025-03-06,2025-03-06,774,CREDIT,retrait,valide,94
13390,OP013390,Rien premier.,2025-03-11,2025-03-11,951,CREDIT,retrait,en attente,94
13391,OP013391,Garçon peu.,2025-02-25,2025-02-25,1651,CREDIT,versement,valide,94
13392,OP013392,Nation saint.,2025-02-11,2025-02-11,67,DEBIT,virement,en attente,94
13393,OP013393,Douceur animer enfoncer.,2025-02-16,2025-02-16,1948,DEBIT,virement,en attente,94
13394,OP013394,Condition fauteuil curieux.,2025-01-23,2025-01-23,1883,CREDIT,retrait,en attente,94
13395,OP013395,Placer tenir.,2025-02-14,2025-02-14,556,CREDIT,versement,valide,94
13396,OP013396,Rire dès.,2025-01-06,2025-01-06,564,DEBIT,retrait,valide,94
13397,OP013397,Après pitié pauvre.,2025-01-10,2025-01-10,1648,DEBIT,virement,en attente,94
13398,OP013398,Avenir tombe flamme.,2024-12-30,2024-12-30,989,DEBIT,versement,valide,94
13399,OP013399,Peau arracher.,2025-01-13,2025-01-13,1073,DEBIT,retrait,valide,94
13400,OP013400,Toile dix appuyer.,2024-11-29,2024-11-29,499,DEBIT,retrait,en attente,94
13401,OP013401,Type mais.,2024-11-25,2024-11-25,865,CREDIT,virement,en attente,94
13402,OP013402,Posséder.,2024-12-13,2024-12-13,1699,DEBIT,versement,valide,94
13403,OP013403,Continuer déclarer.,2024-10-26,2024-10-26,682,DEBIT,versement,valide,94
13404,OP013404,Fonder.,2024-11-02,2024-11-02,1396,CREDIT,virement,en attente,94
13405,OP013405,Froid.,2024-11-01,2024-11-01,834,DEBIT,retrait,en attente,94
13406,OP013406,Officier quarante beau.,2024-11-06,2024-11-06,1528,DEBIT,virement,valide,94
13407,OP013407,Un choisir froid.,2024-10-24,2024-10-24,407,DEBIT,versement,en attente,94
13408,OP013408,Matière couche.,2024-10-03,2024-10-03,798,DEBIT,versement,valide,94
13409,OP013409,Conversation seulement plaindre large.,2024-10-11,2024-10-11,122,CREDIT,retrait,valide,94
13410,OP013410,Tempête sur famille.,2024-10-07,2024-10-07,162,CREDIT,retrait,valide,94
13411,OP013411,Claire pensée idée.,2024-10-13,2024-10-13,1647,DEBIT,retrait,valide,94
13412,OP013412,Comment lendemain.,2024-09-10,2024-09-10,1087,CREDIT,virement,en attente,94
13413,OP013413,Confier difficile delà.,2024-09-17,2024-09-17,1299,DEBIT,retrait,valide,94
13414,OP013414,Doux épaule.,2024-09-03,2024-09-03,1160,DEBIT,retrait,en attente,94
13415,OP013415,Enfin.,2024-09-11,2024-09-11,1790,CREDIT,retrait,en attente,94
13416,OP013416,Parti bon douleur ton.,2024-07-23,2024-07-23,119,DEBIT,retrait,valide,94
13417,OP013417,Maintenir inconnu calme.,2024-08-03,2024-08-03,951,DEBIT,virement,valide,94
13418,OP013418,Oublier tracer.,2024-08-05,2024-08-05,1173,DEBIT,retrait,en attente,94
13419,OP013419,Poche poche.,2024-07-26,2024-07-26,1778,CREDIT,versement,en attente,94
13420,OP013420,Distance côte fonction.,2024-08-09,2024-08-09,1622,DEBIT,retrait,en attente,94
13421,OP013421,Vie projet ombre.,2024-06-29,2024-06-29,137,DEBIT,versement,en attente,94
13422,OP013422,Comment théâtre.,2024-07-15,2024-07-15,820,DEBIT,retrait,en attente,94
13423,OP013423,Fleur ignorer paysan troisième.,2024-06-24,2024-06-24,1401,CREDIT,versement,valide,94
13424,OP013424,Commencement poète un.,2024-06-08,2024-06-08,1511,CREDIT,retrait,valide,94
13425,OP013425,Honneur mari cri.,2024-06-06,2024-06-06,448,DEBIT,retrait,valide,94
13426,OP013426,Envoyer étudier mener.,2024-06-15,2024-06-15,1068,DEBIT,retrait,valide,94
13427,OP013427,Preuve.,2024-05-24,2024-05-24,906,CREDIT,virement,valide,94
13428,OP013428,Au enfance instant.,2024-05-12,2024-05-12,413,DEBIT,versement,en attente,94
13429,OP013429,Perdu envelopper supposer.,2024-05-07,2024-05-07,1138,DEBIT,retrait,en attente,94
13430,OP013430,Lieu point.,2024-05-05,2024-05-05,91,DEBIT,virement,en attente,94
13431,OP013431,Force aventure.,2024-04-28,2024-04-28,79,DEBIT,retrait,valide,94
13432,OP013432,Forcer élément moyen quartier.,2024-03-23,2024-03-23,887,DEBIT,versement,valide,94
13433,OP013433,Baisser grandir gauche.,2024-04-13,2024-04-13,1498,CREDIT,retrait,valide,94
13434,OP013434,Matière toile tendre.,2024-04-16,2024-04-16,1756,DEBIT,retrait,valide,94
13435,OP013435,Dès sorte remonter.,2024-03-08,2024-03-08,1973,CREDIT,virement,valide,94
13436,OP013436,Combien espace.,2024-03-19,2024-03-19,1831,CREDIT,retrait,en attente,94
13437,OP013437,Nourrir réussir prévoir.,2024-02-29,2024-02-29,273,DEBIT,virement,en attente,94
13438,OP013438,Tant creuser saisir secret.,2024-02-07,2024-02-07,1042,DEBIT,versement,en attente,94
13439,OP013439,Paysage servir casser reprendre.,2024-01-26,2024-01-26,282,CREDIT,virement,valide,94
13440,OP013440,Compter tomber sombre.,2024-02-11,2024-02-11,767,CREDIT,retrait,en attente,94
13441,OP013441,Intérieur.,2024-01-16,2024-01-16,1393,DEBIT,retrait,en attente,94
13442,OP013442,Gouvernement fuir.,2023-12-30,2023-12-30,1207,DEBIT,retrait,valide,94
13443,OP013443,Charger craindre écrire.,2024-01-19,2024-01-19,1578,CREDIT,virement,en attente,94
13444,OP013444,Aussi dos.,2023-12-10,2023-12-10,550,DEBIT,versement,en attente,94
13445,OP013445,Quel île système.,2023-11-24,2023-11-24,1210,DEBIT,retrait,en attente,94
13446,OP013446,Sauter l'un gens échapper.,2023-11-29,2023-11-29,1919,CREDIT,virement,en attente,94
13447,OP013447,Emmener sauver force.,2023-11-27,2023-11-27,1388,DEBIT,retrait,en attente,94
13448,OP013448,Divers souvenir.,2023-11-12,2023-11-12,807,DEBIT,retrait,valide,94
13449,OP013449,École couler.,2023-11-19,2023-11-19,1546,DEBIT,virement,valide,94
13450,OP013450,Adresser détacher auteur.,2023-11-13,2023-11-13,152,DEBIT,virement,valide,94
13451,OP013451,Gris étude.,2023-10-07,2023-10-07,1027,DEBIT,retrait,en attente,94
13452,OP013452,Revenir sauvage ramasser.,2023-10-05,2023-10-05,478,DEBIT,versement,valide,94
13453,OP013453,Chemise liberté.,2023-10-06,2023-10-06,1227,DEBIT,virement,en attente,94
13454,OP013454,Double or accord plus.,2023-09-13,2023-09-13,1493,CREDIT,virement,valide,94
13455,OP013455,Crise vieux pendant.,2023-09-07,2023-09-07,308,CREDIT,versement,valide,94
13456,OP013456,Empêcher ignorer maître tout.,2023-09-11,2023-09-11,289,CREDIT,versement,en attente,94
13457,OP013457,Beau énorme.,2023-07-30,2023-07-30,167,CREDIT,versement,valide,94
13458,OP013458,Rocher d'autres épaule.,2023-08-01,2023-08-01,337,DEBIT,virement,en attente,94
13459,OP013459,Exiger île.,2023-07-25,2023-07-25,514,CREDIT,retrait,en attente,94
13460,OP013460,Âgé salle inquiéter.,2023-07-05,2023-07-05,488,DEBIT,versement,en attente,94
13461,OP013461,Ajouter me bête.,2023-07-07,2023-07-07,785,CREDIT,retrait,en attente,94
13462,OP013462,Habitant sauter.,2023-07-03,2023-07-03,273,DEBIT,virement,valide,94
13463,OP013463,Couche absence produire.,2023-06-26,2023-06-26,1009,DEBIT,retrait,valide,94
13464,OP013464,Que complet.,2023-07-12,2023-07-12,1854,CREDIT,retrait,en attente,94
13465,OP013465,Soulever espoir chat.,2023-05-23,2023-05-23,1998,CREDIT,virement,en attente,94
13466,OP013466,Homme comment presque.,2023-06-19,2023-06-19,1084,DEBIT,retrait,en attente,94
13467,OP013467,Dieu mer.,2023-06-19,2023-06-19,588,CREDIT,versement,en attente,94
13468,OP013468,Parler façon signifier.,2023-05-26,2023-05-26,723,CREDIT,virement,valide,94
13469,OP013469,Garder difficile caractère.,2023-04-29,2023-04-29,1058,CREDIT,versement,en attente,94
13470,OP013470,Monsieur certain si.,2023-05-14,2023-05-14,209,DEBIT,versement,en attente,94
13471,OP013471,Milieu espoir tâche.,2023-05-12,2023-05-12,1765,DEBIT,retrait,en attente,94
13472,OP013472,On tant quant à tendre.,2023-04-28,2023-04-28,1619,CREDIT,versement,en attente,94
13473,OP013473,Observer sonner centre.,2023-04-03,2023-04-03,1218,DEBIT,virement,valide,94
13474,OP013474,Marchand pas.,2023-04-03,2023-04-03,1567,CREDIT,virement,valide,94
13475,OP013475,Été réel.,2023-03-26,2023-03-26,1475,CREDIT,retrait,valide,94
13476,OP013476,Fermer pitié remonter.,2023-04-01,2023-04-01,479,CREDIT,retrait,en attente,94
13477,OP013477,Vêtir interroger peau.,2023-03-26,2023-03-26,1571,CREDIT,virement,valide,94
13478,OP013478,Parmi mêler distinguer.,2023-03-11,2023-03-11,381,CREDIT,virement,valide,94
13479,OP013479,Boire dont inquiétude.,2023-02-28,2023-02-28,852,CREDIT,retrait,en attente,94
13480,OP013480,Vaste ensuite nuage.,2023-02-27,2023-02-27,413,DEBIT,versement,valide,94
13481,OP013481,Accord former exposer femme.,2023-02-24,2023-02-24,761,DEBIT,retrait,valide,94
13482,OP013482,Ajouter remplir.,2023-03-11,2023-03-11,918,DEBIT,versement,en attente,94
13483,OP013483,Ancien livrer rapporter.,2023-02-03,2023-02-03,93,CREDIT,retrait,valide,94
13484,OP013484,Fruit habitant traverser.,2023-02-08,2023-02-08,1300,CREDIT,retrait,en attente,94
13485,OP013485,Dominer noir gauche.,2023-01-25,2023-01-25,278,DEBIT,retrait,valide,94
13486,OP013486,Ce demi.,2023-02-11,2023-02-11,1198,DEBIT,retrait,valide,94
13487,OP013487,Parfois réussir commander.,2023-01-05,2023-01-05,540,CREDIT,versement,valide,94
13488,OP013488,Port aider fidèle.,2023-01-16,2023-01-16,1342,DEBIT,virement,valide,94
13489,OP013489,Renverser bas chose.,2023-01-08,2023-01-08,1077,CREDIT,retrait,en attente,94
13490,OP013490,Chez vieux.,2022-12-25,2022-12-25,1241,CREDIT,retrait,valide,94
13491,OP013491,Amour figurer éclairer.,2023-01-02,2023-01-02,1921,CREDIT,virement,en attente,94
13492,OP013492,Docteur mouvement point.,2025-11-26,2025-11-26,1030,DEBIT,retrait,valide,95
13493,OP013493,Bras étonner poète.,2025-11-28,2025-11-28,1031,CREDIT,retrait,valide,95
13494,OP013494,Bleu service jeunesse.,2025-12-19,2025-12-19,679,CREDIT,retrait,valide,95
13495,OP013495,Drôle chanter.,2025-12-15,2025-12-15,852,DEBIT,retrait,en attente,95
13496,OP013496,Large attirer commencement garder.,2025-11-18,2025-11-18,379,CREDIT,versement,en attente,95
13497,OP013497,Supérieur l'un.,2025-11-02,2025-11-02,1518,CREDIT,retrait,valide,95
13498,OP013498,Comme empire.,2025-11-09,2025-11-09,994,CREDIT,retrait,en attente,95
13499,OP013499,Goutte discussion bas.,2025-10-13,2025-10-13,883,DEBIT,virement,valide,95
13500,OP013500,Bon million.,2025-09-22,2025-09-22,207,DEBIT,versement,valide,95
13501,OP013501,Jeu énergie patron.,2025-10-11,2025-10-11,668,CREDIT,virement,en attente,95
13502,OP013502,Deux lui.,2025-10-11,2025-10-11,998,CREDIT,retrait,valide,95
13503,OP013503,Accord inspirer derrière minute.,2025-08-29,2025-08-29,722,DEBIT,versement,en attente,95
13504,OP013504,Réussir madame exposer.,2025-09-03,2025-09-03,426,DEBIT,retrait,en attente,95
13505,OP013505,Beau rôle circonstance.,2025-09-15,2025-09-15,1627,DEBIT,versement,valide,95
13506,OP013506,Sérieux dont.,2025-09-12,2025-09-12,1003,DEBIT,virement,en attente,95
13507,OP013507,Ressembler succès.,2025-09-01,2025-09-01,867,DEBIT,virement,valide,95
13508,OP013508,Sueur relever proposer.,2025-07-28,2025-07-28,1253,DEBIT,retrait,en attente,95
13509,OP013509,Tendre.,2025-07-28,2025-07-28,512,DEBIT,retrait,valide,95
13510,OP013510,Drôle quelque.,2025-08-15,2025-08-15,568,DEBIT,versement,en attente,95
13511,OP013511,Sac main.,2025-07-02,2025-07-02,1532,DEBIT,virement,en attente,95
13512,OP013512,Révolution sec cacher secrétaire.,2025-07-15,2025-07-15,714,CREDIT,versement,en attente,95
13513,OP013513,Quitter long.,2025-07-17,2025-07-17,1041,CREDIT,virement,valide,95
13514,OP013514,Rose fois danger note.,2025-07-11,2025-07-11,1381,CREDIT,retrait,en attente,95
13515,OP013515,Fin aller genou à.,2025-06-07,2025-06-07,424,DEBIT,versement,en attente,95
13516,OP013516,Mais écarter naturellement.,2025-05-31,2025-05-31,1999,DEBIT,versement,valide,95
13517,OP013517,Empire.,2025-05-31,2025-05-31,1636,CREDIT,virement,en attente,95
13518,OP013518,Coeur puis.,2025-04-25,2025-04-25,817,DEBIT,virement,valide,95
